id,title,body,left_pct,top_pct,category_id,start_date,testup_date,proof_date,delivery_date,flag_start,flag_test,flag_proof,flag_delivery,flag_fb,ball_side,ball_mine,ball_theirs,ball_due,created_at,updated_at
1,月ごとに目標を立てる,,50,50,5,,,,,0,0,0,0,0,0,,,,2025-12-30T07:59:10+01:00,2025-12-30T07:59:10+01:00
